"","X","index","brand","model","prod_class","prod_short_descr","num_usr_reviews","rec_rvw_rating","has_reviews","survey_cons","survey_pros","ratings_distribution","user_rating","user_rating_txt","user_rvw_hdln","submit_dateTime","submit_date","submit_time","rvw_username","rvw_userLocation","rvw_userCity","rvw_userState","rvw_userCountry","verified_buyer","verified_reviewer","user_review_content","btm_line_txt","url","reported_exceptions","RevwsGood"
"67",66,66,"HP","HP ENVY 17t computer","laptop","A 17.3-inch laptop tested with Windows 10 Home, an Intel Core i7-5500U 2.4GHz processor, 16GB of memory, Nvidia GeForce 940M/Intel HD Graphics 5500 graphics, a touchscreen, and a 1TB hard drive.",5,2.2,"True","CONS
2 Crashes/Freezes
2 Unreliable Performance
1 Graphics Failures
1 Issues With Hard Drive
1 ONLY 1  YEAR ,MOTHERBOARD FAILED TO POWER ON","PROS
4 Adequate Storage
4 Large Screen
3 Durable Construction
3 Easy To Use
3 Fast","5 Stars 1
4 Stars 0
3 Stars 1
2 Stars 0
1 Star
3",1,NA,"JUNK DONT BUY","2017-06-30T16:08:44.816Z","2017-06-30","16:08:44.816","Chalrlqn","Kansas City MO","","Kansas City MO","USA",NA,"","Nothing good about it. I have spent hours on the chat with techs and still not fixed. Mailed back to them. They out a new hard drive in and it is still not running right. Super Slow!!!!","No, I would not recommend to a friend","http://www.consumerreports.org/products/laptop/hp-envy-17t-384316/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",0
"68",67,67,"HP","HP ENVY 17t computer","laptop","A 17.3-inch laptop tested with Windows 10 Home, an Intel Core i7-5500U 2.4GHz processor, 16GB of memory, Nvidia GeForce 940M/Intel HD Graphics 5500 graphics, a touchscreen, and a 1TB hard drive.",NA,NA,"True","","","",1,NA,"WOULD NOT BUY THIS PRODUCT AGAIN,OR ANY HP PRODUCT","2017-05-09T12:01:13.990Z","2017-05-09","12:01:13.990","MICKEY","CHARLESTON,WV","CHARLESTON","WV","USA",NA,"Verified Reviewer","MOTHERBOARD FAILED AFTER 1 YEAR,7 REPS AND WAS TOLD TO SEND 450.00 FOR A BOX TO SEND IT TO THEM,I WOULD HAVE TO PAY FOR A NEW MOTHER BOARD...MY COMPUTER WAS WELL TAKEN CARE OF ,NO SPILLS ,NO DROPPING AND STORED IN A COMPUTER BAG,IOOO.OO DOLLARS DOWN THE DRAIN ...THANK YOU HP FOR NOT BACKING YOUR PRODUCTS,THE COMPUTER REPAIRMAN TOLD ME TO START LOOKING FOR A NEW ONE,GRANTED IT WILL NEVER BE AN HP AGAIN...MACEL L. COMPTON","No, I would not recommend to a friend","http://www.consumerreports.org/products/laptop/hp-envy-17t-384316/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",0
"69",68,68,"HP","HP ENVY 17t computer","laptop","A 17.3-inch laptop tested with Windows 10 Home, an Intel Core i7-5500U 2.4GHz processor, 16GB of memory, Nvidia GeForce 940M/Intel HD Graphics 5500 graphics, a touchscreen, and a 1TB hard drive.",NA,NA,"True","","","",1,NA,"Computer will fail -- laptop shouldn't be sold","2017-01-22T13:21:36.440Z","2017-01-22","13:21:36.440","Small business trying to get by","Toledo, Ohio","Toledo"," Ohio","USA",NA,"","The combination of features with this computer are appealing (e.g., 17-inch screen, lots of memory, great sound quality, solid processor, touchscreen.) For me, buying at Costco was also an appeal. However, I'm on my third laptop -- all this model. The first two laptops I had to exchange within a month. I was hopeful that, maybe, it was a bad batch. Laptop 3 started to show intermittent symptoms within 90 days. Costco encouraged me to hang onto it, rather than make another return, and they teased me with the idea they would be there to support me through warranty, even after the 90-day return time ended. Then the laptop nosedived after six months. Specifically, this model struggles with a beeping/scratching noise, but only if you use the computer for a few minutes or more. So HP won't fix it, because it is intermittent. HP did fix an issue that occurred after six months -- lots of pixel boxes would appear with certain actions on the computer (e.g., trying to use a drop down menu or hovering over a link.) The same fix also seems to have fixed the intermittent issue where the screen suddenly goes to black, and requires the computer to be shut down, rested, and then restarted. That problem is fun when you are working on an important document. HP won't fix the beeping/scratching issue because it's intermittent. Of course, Costco has completely failed to fulfill their obligations as well -- because Costco says to work with HP. Clowns to the left of me and jokers to the right. I'll probably not renew my Costco membership because I am so mad at corporate management for selling a product of such incredibly poor quality, and their ridiculously poor customer service in backing their product or even working with their vendor. Bottom line: Don't be a fool like me -- avoid this computer like the plague. I'm going to avoid HP as well.","No, I would not recommend to a friend","http://www.consumerreports.org/products/laptop/hp-envy-17t-384316/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",0
"70",69,69,"HP","HP ENVY 17t computer","laptop","A 17.3-inch laptop tested with Windows 10 Home, an Intel Core i7-5500U 2.4GHz processor, 16GB of memory, Nvidia GeForce 940M/Intel HD Graphics 5500 graphics, a touchscreen, and a 1TB hard drive.",NA,NA,"True","","","",3,NA,"Good Stuff until...","2016-03-30T17:41:36.893Z","2016-03-30","17:41:36.893","Brock and Brice's Dad","North Carolina","","North Carolina","USA",NA,"Verified Reviewer","After 8 months it failed to boot. Geek Squad thinks the hard drive failed.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/hp-envy-17t-384316/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"71",70,70,"HP","HP ENVY 17t computer","laptop","A 17.3-inch laptop tested with Windows 10 Home, an Intel Core i7-5500U 2.4GHz processor, 16GB of memory, Nvidia GeForce 940M/Intel HD Graphics 5500 graphics, a touchscreen, and a 1TB hard drive.",NA,NA,"True","","","",5,NA,"Desktop equivalent","2016-01-06T17:50:23.217Z","2016-01-06","17:50:23.217","APIH","Boston","","Boston","USA",NA,"","First, this added to suite of equipment including iPad air2, Dell XPS8500 and other devices. It has backlit keyboard and blazingly fast Intel processor. Used for business and some personal use. Have MS Office 365 subscription which enables me to access spreadsheets, PowerPoint presentations and word documents across all platforms anywhere in USA and Canada. Do heavy duty tax research on line on this HP. Large screen, multiple screen flexibility and software allow me to do considerable amounts of work in short order. Highly recommend this machine. It's size does not recommend portability, rather for me, it is a lean footprint on a large desk surface","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/hp-envy-17t-384316/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"72",71,71,"HP","HP Pavilion 15-ab220nr computer","laptop","A 15.6-inch laptop tested with Windows 10 Home, an Intel Core i5-6200U 2.3GHz processor, 6GB of memory, Intel HD Graphics 520 graphics, a touchscreen, and a 1TB hard drive.",1,4,"True","CONS
No Cons","PROS
1 Adequate Storage
1 Durable Construction
1 Fast
1 Good Battery Life","5 Stars 0
4 Stars 1
3 Stars 0
2 Stars 0
1 Star 0",4,NA,"Good mid priced laptop","2016-10-12T07:15:00.553Z","2016-10-12","07:15:00.553","Jerry","Las Vegas ,Nv","Las Vegas ","Nv","USA",NA,"","needs battery saver/charge regulator when plugged in as desk top. always charging not good for battery. feels very solid and tough.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/hp-pavilion-15-ab220nr-384992/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"73",72,72,"HP","HP Spectre 13-v011dx computer","laptop","A 13.3-inch laptop tested with Windows 10 Home, an Intel Core i7-6500U 2.5GHz processor, 8GB of memory, Intel HD Graphics 520 graphics, and a 256GB solid state drive.",2,4.5,"True","CONS
1 Exterior Gets Dirty
1 Hissing Noise
1 Mediocre Battery Life","PROS
1 Computing Power
1 Fast
1 Lightweight
1 Looks
1 Looks Nice","5 Stars 1
4 Stars 1
3 Stars 0
2 Stars 0
1 Star 0",4,NA,"Excellent power but noisy hiss","2017-01-27T16:49:33.511Z","2017-01-27","16:49:33.511","Randonneur","Princeton NJ","","Princeton NJ","USA",NA,"","Really powerful and attractive unit. Exterior is tough. Screen is clear and incredibly legible. Only issue I have is that the system occasionally puts out a hissing noise that is noticeable in quiet environments. Returned the first one I purchased but this one has it as well. Searched and found that this is a known and unsolved issue with this laptop. Would not return though as the price / performance can't be beat.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/hp-spectre-13-v011dx-386110/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"74",73,73,"HP","HP Spectre 13-v011dx computer","laptop","A 13.3-inch laptop tested with Windows 10 Home, an Intel Core i7-6500U 2.5GHz processor, 8GB of memory, Intel HD Graphics 520 graphics, and a 256GB solid state drive.",NA,NA,"True","","","",5,NA,"Own it since Feb 2016","2016-06-16T15:01:38.372Z","2016-06-16","15:01:38.372","Vlad A","Corte Madera, CA","Corte Madera"," CA","USA",NA,"","I use it when travel. It looks beautiful however its exterior pick dirt fast. The latter could be easily cleaned. I expected more from battery life but it lasted for approx. 5 hours. I use it is power saving mode and it lasts for approx. 7 hours of extensive use including 2-3 hours movie watching. Overall is a great product for the price. I bought it on BestBuy ebay for $900, 512 GB solid drive, 8 gb ram, Intel Core i7. Extremely fast processor. This is a great product for the price.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/hp-spectre-13-v011dx-386110/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"75",74,74,"HP","HP Spectre x360 13-4103dx computer","laptop","A 13.3-inch convertible laptop tested with Windows 10 Home, an Intel Core i7-6500U 2.5GHz processor, 8GB of memory, Intel HD Graphics 520 graphics, a touchscreen, and a 256GB solid state drive.",8,3.4,"True","CONS
1 Camera Angle Low
1 Camera Lighting
1 Crashes/Freezes
1 Touchpad Overly Sensitive
1 Unreliable Performance","PROS
6 Lightweight
5 Fast
5 Good Battery Life
3 Adequate Storage
3 Durable Construction","5 Stars 3
4 Stars 2
3 Stars 0
2 Stars 1
1 Star
2",1,NA,"Save your money","2016-12-07T15:38:01.730Z","2016-12-07","15:38:01.730","Mr Sunny","Hartford, CT","Hartford"," CT","USA",NA,"Verified Reviewer","Use my laptop as a desktop, connected to external monitor and keyboard. So I don't use the touch pad or display. This laptop can't go more then a day without crashing. Still useful for web browsing and entertainment, but do not use it for important tasks; save your work often! Updated device drivers do not fix the underlying hardware issue.","No, I would not recommend to a friend","http://www.consumerreports.org/products/laptop/hp-spectre-x360-13-4103dx-384989/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",0
"76",75,75,"HP","HP Spectre x360 13-4103dx computer","laptop","A 13.3-inch convertible laptop tested with Windows 10 Home, an Intel Core i7-6500U 2.5GHz processor, 8GB of memory, Intel HD Graphics 520 graphics, a touchscreen, and a 256GB solid state drive.",NA,NA,"True","","","",5,NA,"New cheaper price and New 7th Generation Intel chip on board","2016-10-26T06:32:42.866Z","2016-10-26","06:32:42.866","Greg","Cocoa Beach, FL","Cocoa Beach"," FL","USA",NA,"","Great Deal. Note: HPLOYALTY15 coupon initially did not work until I went to private/incognito browser mode. Who cares that I paid $70 in Taxes. Bottom line is even with taxes I get a: 1. NEW 7th Generation Intel CABY LAKE Processor I7-7500U 2. Intel Graphics 620 3. 16GB RAM 4. FHD UWVA BrightView WLED-backlit touch screen (1920 x 1080) 5. 512 GB PCIe® NVMe™ M.2 SSD 6. Full-size island-style backlit keyboard 7. HP Wide Vision FHD IR Camera with Dual array digital microphone 8. Intel® 802.11ac (2x2) Wi-Fi® and Bluetooth® 4.2 Combo All for a total of $1175 includes shipping and TAXES. Look on all 3rd party sites there are no 7th Generation Intel chip computers to buy that can touch this price. Before buying I went on Dell and configured an XPS13 with the above configuration and it came to $1,849. The Dell XPS got slightly better ratings but not for $744 more making this choice a no brain er. Great deal and thanks for the tip on using your private browser. Greg","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/hp-spectre-x360-13-4103dx-384989/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
